toban,class_rank,entry_rate_1,entry_rate_2,entry_rate_3,entry_rate_4,entry_rate_5,entry_rate_6,win3_rate_1,win3_rate_2,win3_rate_3,win3_rate_4,win3_rate_5,win3_rate_6,avg_st_1,avg_st_2,avg_st_3,avg_st_4,avg_st_5,avg_st_6,start_order_1,start_order_2,start_order_3,start_order_4,start_order_5,start_order_6
4453,,,,,,,,,,,,,,,,,,,,,,,,,
4456,A1,25.3,16.8,13.7,15.8,17.9,10.5,87.5,87.5,84.6,53.3,47.1,50.0,0.14,0.17,0.15,0.19,0.19,0.2,3.3,3.4,3.2,4.3,4.1,4.6
4457,B1,15.4,15.4,16.3,17.3,18.3,17.3,68.8,37.5,52.9,16.7,42.1,27.8,0.16,0.16,0.14,0.17,0.17,0.19,3.1,2.9,2.1,3.3,3.2,4.0
4460,A2,21.6,19.6,17.0,11.8,18.3,11.8,81.8,76.7,65.4,50.0,35.7,38.9,0.13,0.13,0.13,0.12,0.15,0.15,2.5,3.1,2.8,3.0,3.1,3.4
4461,B1,16.9,14.3,14.3,20.8,15.6,18.2,61.5,36.4,45.5,37.5,25.0,28.6,0.14,0.18,0.21,0.16,0.18,0.16,3.3,3.4,4.2,3.8,4.0,4.3
4463,B1,23.6,19.1,11.8,15.5,14.5,15.5,80.8,66.7,53.8,47.1,12.5,17.6,0.15,0.17,0.17,0.17,0.19,0.18,3.1,3.8,2.8,3.5,4.1,3.7
4464,B1,13.4,18.6,18.6,19.6,15.5,14.4,92.3,66.7,55.6,47.4,60.0,14.3,0.14,0.2,0.22,0.19,0.2,0.24,2.8,4.3,3.6,4.3,4.1,5.4
4466,A2,18.1,21.6,19.0,13.8,16.4,11.2,85.7,68.0,86.4,68.8,36.8,23.1,0.16,0.13,0.14,0.16,0.16,0.21,3.0,3.2,2.8,3.4,3.8,4.8
4467,A2,15.0,19.7,14.2,18.9,21.3,11.0,84.2,72.0,66.7,66.7,48.1,35.7,0.15,0.13,0.12,0.12,0.13,0.19,2.5,2.2,2.2,2.1,2.8,4.3
4468,A1,24.6,17.8,17.8,14.4,14.4,11.0,96.6,81.0,81.0,76.5,58.8,30.8,0.12,0.13,0.14,0.15,0.11,0.14,2.2,3.0,2.8,2.2,2.4,3.4
4471,A1,24.6,15.2,15.9,14.5,16.7,13.0,88.2,85.7,77.3,80.0,60.9,77.8,0.13,0.15,0.17,0.15,0.18,0.15,2.4,3.5,3.0,3.0,3.8,3.5
4475,A2,20.0,20.0,14.1,16.3,14.1,15.6,77.8,66.7,68.4,59.1,42.1,28.6,0.13,0.16,0.16,0.14,0.17,0.15,2.1,3.3,3.3,2.8,3.4,3.5
4477,A1,22.4,15.2,15.2,16.0,14.4,16.8,89.3,68.4,73.7,80.0,33.3,47.6,0.14,0.12,0.12,0.12,0.14,0.14,2.9,3.0,3.1,2.5,3.1,3.8
4478,A2,20.0,17.7,15.4,13.1,20.0,13.8,76.9,73.9,45.0,58.8,34.6,27.8,0.15,0.13,0.15,0.14,0.14,0.19,2.4,3.0,2.7,2.6,3.3,4.2
4479,B1,13.6,18.2,12.1,24.2,15.2,16.7,55.6,25.0,50.0,31.2,20.0,18.2,0.2,0.15,0.2,0.15,0.16,0.26,3.2,3.3,4.6,3.3,3.3,5.0
4482,A1,25.2,15.1,13.7,19.4,14.4,12.2,94.3,95.2,63.2,55.6,50.0,29.4,0.16,0.15,0.18,0.14,0.18,0.16,2.9,2.9,3.2,2.7,3.3,3.0
4483,A1,23.2,16.2,14.8,10.6,19.0,16.2,97.0,56.5,66.7,66.7,63.0,43.5,0.15,0.15,0.13,0.12,0.13,0.13,3.0,3.7,2.5,2.7,2.7,3.0
4484,B1,12.6,19.4,22.3,14.6,19.4,11.7,53.8,50.0,52.2,46.7,45.0,25.0,0.18,0.21,0.19,0.19,0.18,0.18,3.8,4.4,3.7,4.0,4.3,3.6
4485,A2,15.6,16.4,16.4,15.6,21.3,14.8,84.2,75.0,55.0,52.6,46.2,16.7,0.15,0.14,0.13,0.14,0.14,0.16,2.6,3.1,2.8,3.2,2.4,3.4
4487,B1,13.5,18.3,19.8,17.5,18.3,12.7,70.6,65.2,48.0,27.3,30.4,12.5,0.15,0.18,0.16,0.18,0.2,0.18,3.2,3.7,3.3,3.9,4.0,4.5
4488,A1,19.0,17.0,18.0,14.0,13.0,19.0,100.0,76.5,77.8,71.4,46.2,26.3,0.17,0.19,0.19,0.17,0.19,0.21,2.8,3.6,3.2,3.3,3.7,4.9
4489,B1,13.0,18.0,16.0,18.0,18.0,17.0,84.6,66.7,43.8,50.0,50.0,5.9,0.15,0.14,0.13,0.15,0.16,0.18,3.2,2.3,2.6,3.1,3.3,4.2
4492,B1,22.7,21.2,7.6,15.2,15.2,18.2,80.0,78.6,60.0,60.0,60.0,25.0,0.14,0.19,0.14,0.17,0.17,0.17,2.7,3.4,3.2,3.6,2.9,3.8
4495,A2,15.2,16.1,16.1,18.8,19.6,14.3,76.5,77.8,55.6,61.9,50.0,37.5,0.12,0.13,0.12,0.12,0.14,0.12,2.0,2.1,2.6,2.3,2.4,2.3
4496,A2,19.0,16.0,20.0,18.0,12.0,15.0,84.2,62.5,55.0,66.7,41.7,46.7,0.18,0.21,0.18,0.17,0.17,0.14,4.2,3.6,3.5,3.1,3.6,3.4
4497,A1,21.4,17.3,14.3,18.4,15.3,13.3,81.0,64.7,64.3,72.2,46.7,38.5,0.14,0.14,0.13,0.14,0.14,0.16,2.7,3.4,2.2,3.3,3.3,4.3
4499,B1,18.2,16.7,16.7,13.6,19.7,15.2,91.7,45.5,90.9,55.6,23.1,20.0,0.18,0.19,0.18,0.2,0.19,0.18,4.5,4.5,3.7,3.9,4.8,3.6
4504,A1,19.5,18.2,18.8,18.2,13.0,12.3,86.7,60.7,58.6,57.1,50.0,63.2,0.13,0.16,0.15,0.14,0.11,0.13,2.9,3.9,3.6,3.4,3.0,3.2
4505,A2,16.9,13.4,17.6,20.4,19.7,12.0,91.7,84.2,56.0,55.2,42.9,52.9,0.14,0.15,0.17,0.15,0.17,0.17,2.6,3.4,3.7,3.4,3.6,3.9
4506,B1,17.7,15.6,18.4,16.3,16.3,15.6,76.0,68.2,53.8,47.8,47.8,36.4,0.14,0.15,0.15,0.13,0.13,0.14,2.4,3.3,3.2,2.6,3.0,2.8
4508,B1,13.3,19.3,14.5,19.3,19.3,14.5,72.7,62.5,58.3,37.5,37.5,41.7,0.14,0.17,0.18,0.18,0.21,0.19,2.4,3.8,3.3,3.6,4.4,4.4
4510,B2,12.5,18.8,22.9,16.7,18.8,10.4,66.7,22.2,36.4,12.5,11.1,0.0,0.16,0.23,0.21,0.23,0.19,0.3,4.0,4.3,4.5,5.3,4.3,4.8
4511,B1,13.5,15.3,20.7,18.0,17.1,15.3,73.3,47.1,43.5,25.0,31.6,0.0,0.16,0.17,0.15,0.2,0.17,0.18,2.9,3.4,2.7,3.9,3.4,4.2
4512,A1,21.5,15.8,14.6,16.5,16.5,15.2,91.2,76.0,82.6,69.2,46.2,58.3,0.16,0.16,0.16,0.15,0.14,0.17,2.9,3.4,2.7,2.9,2.7,3.2
4513,A2,18.3,17.4,20.2,18.3,18.3,7.3,75.0,57.9,59.1,60.0,30.0,37.5,0.17,0.18,0.19,0.16,0.19,0.26,3.9,3.7,3.6,3.8,3.9,5.1
4516,A2,21.9,17.1,15.8,19.9,14.4,11.0,90.6,76.0,73.9,48.3,52.4,50.0,0.15,0.13,0.15,0.16,0.15,0.2,3.0,2.7,2.4,2.8,3.2,4.1
4518,A2,19.7,15.6,15.6,17.2,18.9,13.1,91.7,73.7,78.9,76.2,34.8,18.8,0.15,0.17,0.19,0.16,0.19,0.23,3.2,3.5,3.6,3.1,4.2,4.9
4519,A2,17.6,17.6,21.6,17.6,18.6,6.9,88.9,61.1,50.0,66.7,31.6,14.3,0.16,0.18,0.13,0.15,0.13,0.16,2.8,3.2,2.3,2.6,2.2,2.6
4520,B1,14.0,17.2,16.1,21.5,16.1,15.1,69.2,68.8,66.7,35.0,33.3,14.3,0.14,0.14,0.15,0.16,0.17,0.14,2.8,2.6,2.9,3.8,2.7,3.1
4521,A1,15.4,18.3,15.4,13.5,20.2,17.3,81.2,68.4,87.5,71.4,66.7,44.4,0.13,0.15,0.15,0.15,0.2,0.21,2.5,3.1,3.0,3.1,4.7,4.5
4524,A1,21.8,16.2,17.6,17.6,16.9,9.9,93.5,65.2,76.0,72.0,54.2,35.7,0.11,0.12,0.12,0.15,0.12,0.12,2.2,3.0,2.2,2.6,2.9,2.9
4525,B1,12.9,20.0,16.5,22.4,16.5,11.8,90.9,58.8,35.7,31.6,35.7,10.0,0.12,0.14,0.14,0.15,0.15,0.17,2.5,2.6,2.6,2.6,2.6,4.0
4526,A2,19.1,15.7,16.5,16.5,19.1,13.0,95.5,66.7,73.7,63.2,22.7,13.3,0.14,0.17,0.15,0.13,0.14,0.17,2.0,3.2,3.4,2.4,2.7,3.9
4527,B1,13.3,14.4,18.9,20.0,16.7,16.7,66.7,38.5,29.4,33.3,20.0,6.7,0.17,0.19,0.13,0.17,0.2,0.18,3.2,3.8,3.0,3.8,4.8,4.5
4528,A1,24.2,16.7,15.2,18.9,17.4,7.6,100.0,68.2,70.0,76.0,34.8,40.0,0.17,0.14,0.16,0.16,0.14,0.11,3.3,2.9,3.4,2.7,2.8,2.6
4529,B1,21.6,15.5,15.5,12.9,18.1,16.4,80.0,44.4,66.7,53.3,47.6,21.1,0.12,0.17,0.11,0.16,0.18,0.18,2.5,3.9,1.9,2.4,3.9,3.8
4530,A1,26.4,17.1,14.7,14.7,14.0,13.2,100.0,86.4,84.2,52.6,50.0,52.9,0.13,0.16,0.13,0.15,0.15,0.18,1.9,2.8,2.1,2.9,2.9,3.8
4537,A1,17.2,19.7,15.6,16.4,14.8,16.4,90.5,75.0,63.2,40.0,50.0,20.0,0.13,0.15,0.16,0.16,0.1,0.14,2.4,2.5,2.9,3.7,2.4,3.8
4539,A1,21.4,12.8,18.8,17.9,12.8,16.2,92.0,86.7,72.7,66.7,26.7,31.6,0.13,0.13,0.14,0.13,0.15,0.16,2.4,2.9,2.7,2.2,3.6,3.0
4540,A2,17.5,15.8,20.2,14.9,18.4,13.2,75.0,66.7,47.8,52.9,38.1,26.7,0.11,0.1,0.15,0.11,0.12,0.13,2.5,2.2,2.6,2.1,2.2,2.2
4544,A1,30.2,14.8,14.8,15.4,13.4,11.4,95.6,86.4,77.3,82.6,80.0,47.1,0.15,0.16,0.18,0.14,0.18,0.18,3.1,3.5,4.0,2.9,3.6,3.9
4545,A1,22.3,15.5,13.6,13.6,10.7,24.3,87.0,68.8,71.4,50.0,63.6,52.0,0.13,0.14,0.13,0.13,0.12,0.15,2.2,2.4,2.9,2.4,2.1,3.1
4546,A1,19.2,16.2,16.2,18.2,15.2,15.2,84.2,56.2,68.8,44.4,20.0,40.0,0.17,0.19,0.16,0.14,0.15,0.15,3.1,4.1,3.1,3.1,3.6,3.6
4547,A1,22.1,16.8,12.2,16.8,16.8,15.3,86.2,59.1,62.5,59.1,68.2,30.0,0.13,0.15,0.14,0.14,0.14,0.2,3.4,3.7,3.1,3.8,3.6,4.3
4549,B1,19.6,11.6,17.0,19.6,17.0,15.2,77.3,76.9,57.9,31.8,26.3,11.8,0.19,0.17,0.19,0.18,0.22,0.2,4.0,4.6,4.1,4.6,4.7,4.9
4550,B1,18.6,17.6,21.6,14.7,16.7,10.8,78.9,66.7,54.5,40.0,35.3,27.3,0.13,0.15,0.17,0.16,0.16,0.15,1.7,3.2,3.2,3.5,4.1,3.1
4551,A2,19.4,18.7,15.7,17.9,13.4,14.9,84.6,80.0,57.1,54.2,55.6,30.0,0.17,0.18,0.15,0.17,0.21,0.19,2.9,3.8,3.2,3.9,3.8,3.6
4553,A2,20.2,15.2,16.2,19.2,17.2,12.1,85.0,80.0,75.0,57.9,29.4,41.7,0.13,0.15,0.13,0.14,0.14,0.14,3.3,3.2,3.0,4.0,3.4,3.8
4555,A2,16.8,19.8,15.8,16.8,16.8,13.9,76.5,55.0,68.8,41.2,35.3,35.7,0.16,0.21,0.18,0.17,0.21,0.2,3.2,4.3,3.8,3.8,3.9,4.7
4556,A1,17.6,16.7,19.6,21.6,10.8,13.7,100.0,88.2,75.0,59.1,63.6,42.9,0.16,0.15,0.17,0.14,0.16,0.15,2.8,2.9,3.4,3.3,3.5,3.7
4557,B1,14.1,18.5,17.4,18.5,16.3,15.2,84.6,35.3,31.2,47.1,20.0,7.1,0.13,0.19,0.17,0.17,0.18,0.19,2.8,4.2,3.6,3.9,4.4,4.3
4558,B1,10.8,12.9,20.4,15.1,18.3,22.6,80.0,41.7,15.8,14.3,5.9,9.5,0.19,0.22,0.22,0.23,0.21,0.29,4.0,5.3,3.7,5.2,4.5,5.7
4560,A2,16.2,16.2,12.4,21.0,18.1,16.2,82.4,76.5,53.8,45.5,42.1,17.6,0.15,0.12,0.15,0.13,0.15,0.19,2.9,2.6,2.8,2.5,2.4,4.1
4561,A2,18.4,20.0,15.2,22.4,13.6,10.4,73.9,40.0,52.6,57.1,41.2,38.5,0.19,0.2,0.16,0.21,0.22,0.18,4.1,4.0,3.3,3.7,4.0,3.9
4562,B1,13.7,17.7,19.4,14.5,17.7,16.9,70.6,36.4,33.3,33.3,18.2,23.8,0.14,0.19,0.18,0.18,0.19,0.2,3.2,4.7,3.9,3.4,3.6,4.6
4567,B1,13.0,18.8,18.8,18.8,23.2,7.2,55.6,38.5,38.5,30.8,6.2,0.0,0.19,0.19,0.22,0.23,0.24,0.23,3.0,3.8,4.5,4.7,5.0,5.8
4568,A2,19.3,16.0,16.0,20.2,12.6,16.0,95.7,57.9,57.9,50.0,40.0,42.1,0.15,0.15,0.16,0.15,0.19,0.19,1.9,3.2,2.5,2.4,4.0,3.8
4569,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4572,A2,20.5,15.7,14.5,16.9,16.9,15.7,82.4,84.6,58.3,50.0,57.1,38.5,0.13,0.15,0.15,0.13,0.15,0.15,2.3,3.2,2.4,2.3,3.3,3.8
4573,A1,20.7,17.2,15.5,19.8,16.4,10.3,100.0,70.0,66.7,52.2,47.4,58.3,0.13,0.14,0.13,0.14,0.13,0.16,2.9,2.8,2.9,2.9,3.7,3.6
4574,B1,12.3,16.2,20.8,16.2,18.5,16.2,68.8,52.4,51.9,33.3,37.5,14.3,0.18,0.17,0.14,0.18,0.19,0.17,3.5,4.0,3.2,4.1,3.6,4.0
4575,A1,18.7,17.8,15.9,16.8,15.9,15.0,90.0,57.9,52.9,61.1,76.5,56.2,0.12,0.13,0.13,0.12,0.14,0.18,2.3,2.4,2.8,2.0,2.8,3.4
4578,A1,15.3,18.5,15.3,21.0,15.3,14.5,94.7,87.0,63.2,53.8,73.7,22.2,0.13,0.15,0.13,0.15,0.16,0.17,2.5,3.0,2.9,2.8,2.7,4.1
4579,A1,23.5,12.9,18.9,15.2,16.7,12.9,90.3,82.4,84.0,60.0,54.5,29.4,0.16,0.21,0.16,0.16,0.12,0.15,2.7,3.5,3.1,3.1,2.9,3.8
4580,B1,21.2,15.2,17.2,15.2,15.2,16.2,100.0,40.0,41.2,33.3,60.0,12.5,0.15,0.15,0.17,0.14,0.13,0.17,2.5,3.2,3.9,3.3,2.7,3.6
4583,A2,17.6,16.2,20.4,17.6,13.4,14.8,96.0,60.9,65.5,56.0,42.1,28.6,0.12,0.15,0.12,0.13,0.14,0.17,1.9,2.7,2.6,2.6,3.3,4.4
4584,A1,21.4,17.6,18.3,16.0,14.5,12.2,96.4,65.2,79.2,81.0,63.2,56.2,0.12,0.13,0.11,0.11,0.11,0.12,2.5,3.0,2.4,2.5,2.5,2.4
4586,A1,19.3,15.1,19.3,16.0,15.1,15.1,95.7,38.9,65.2,57.9,66.7,50.0,0.1,0.14,0.12,0.11,0.14,0.13,2.0,3.4,2.8,3.1,2.9,3.1
4587,A2,19.6,14.3,18.8,19.6,14.3,13.4,95.5,56.2,52.4,68.2,37.5,26.7,0.13,0.17,0.13,0.15,0.15,0.18,2.0,3.4,2.2,2.5,3.3,3.8
4589,A2,17.4,16.3,17.4,19.8,14.0,15.1,86.7,78.6,40.0,52.9,50.0,15.4,0.14,0.15,0.16,0.13,0.15,0.19,2.8,2.8,3.5,2.4,2.3,3.4
4590,A1,26.8,17.3,12.6,17.3,14.2,11.8,100.0,86.4,81.2,59.1,72.2,53.3,0.14,0.17,0.17,0.15,0.17,0.19,3.3,3.5,3.4,3.1,3.2,4.5
4592,B1,12.1,19.6,19.6,13.1,18.7,16.8,92.3,57.1,57.1,42.9,25.0,11.1,0.11,0.16,0.13,0.16,0.15,0.15,2.1,2.9,2.0,2.6,3.2,3.4
4594,A2,19.5,18.6,14.4,22.9,17.8,6.8,87.0,59.1,52.9,66.7,38.1,25.0,0.13,0.15,0.13,0.14,0.18,0.18,2.8,2.9,2.3,3.1,2.7,3.5
4598,A1,14.7,22.0,16.5,13.8,20.2,12.8,81.2,70.8,83.3,53.3,54.5,28.6,0.13,0.13,0.11,0.13,0.17,0.16,1.8,2.5,1.9,2.5,3.5,3.9
4601,A2,19.4,12.9,19.4,17.7,13.7,16.9,91.7,75.0,62.5,63.6,70.6,23.8,0.13,0.16,0.12,0.11,0.15,0.14,2.9,2.9,2.8,2.3,2.8,3.2
4603,B1,17.1,13.5,18.0,20.7,17.1,13.5,89.5,73.3,60.0,34.8,47.4,13.3,0.15,0.17,0.17,0.18,0.17,0.19,2.4,2.9,3.0,3.5,3.3,4.1
4608,A2,17.4,14.5,19.6,18.8,14.5,15.2,79.2,80.0,74.1,61.5,35.0,33.3,0.13,0.17,0.18,0.15,0.14,0.18,2.3,3.1,3.2,2.4,3.4,4.0
4610,A2,14.6,17.7,14.6,14.6,16.2,22.3,73.7,69.6,63.2,57.9,42.9,24.1,0.17,0.16,0.13,0.16,0.17,0.16,3.5,3.7,2.1,2.9,2.9,3.1
4615,B1,11.2,21.4,15.3,17.3,23.5,11.2,54.5,52.4,53.3,52.9,43.5,18.2,0.15,0.15,0.15,0.21,0.2,0.21,3.4,3.4,3.7,3.9,4.2,4.8
4618,B1,14.6,16.5,14.6,22.3,11.7,20.4,46.7,47.1,33.3,52.2,25.0,23.8,0.14,0.2,0.15,0.17,0.19,0.18,2.5,4.0,3.3,3.5,3.8,3.9
4623,B1,12.8,21.1,19.3,13.8,20.2,12.8,57.1,65.2,52.4,33.3,50.0,14.3,0.17,0.12,0.13,0.15,0.15,0.15,3.6,2.4,2.2,3.1,3.2,3.1
4624,A1,17.9,22.1,17.9,15.2,14.5,12.4,96.2,62.5,80.8,72.7,66.7,33.3,0.17,0.17,0.21,0.15,0.16,0.18,4.1,3.8,4.0,3.0,3.4,3.8
4625,B1,12.0,14.8,18.5,15.7,21.3,17.6,76.9,43.8,50.0,23.5,17.4,15.8,0.12,0.19,0.16,0.18,0.16,0.15,2.1,3.5,3.4,3.6,3.1,3.1
4630,A2,19.9,12.5,18.4,18.4,12.5,18.4,74.1,52.9,68.0,72.0,47.1,32.0,0.19,0.17,0.15,0.15,0.18,0.17,3.7,3.1,3.0,2.8,3.1,4.0
4633,A2,13.3,17.3,22.4,17.3,17.3,12.2,100.0,58.8,59.1,58.8,70.6,41.7,0.11,0.15,0.14,0.17,0.16,0.2,2.8,3.2,3.1,4.0,3.2,4.4
4635,B1,15.3,19.4,18.1,12.5,20.8,13.9,72.7,57.1,53.8,33.3,20.0,20.0,0.19,0.14,0.13,0.15,0.14,0.15,4.3,1.9,2.4,3.2,3.3,3.1
4636,B1,15.3,16.3,19.4,15.3,13.3,20.4,60.0,37.5,47.4,26.7,7.7,20.0,0.21,0.19,0.19,0.13,0.17,0.21,4.3,4.6,3.4,2.4,2.5,4.0
4637,A2,14.2,15.9,19.5,19.5,16.8,14.2,87.5,66.7,59.1,63.6,47.4,25.0,0.17,0.15,0.15,0.13,0.16,0.19,3.3,3.7,3.1,2.1,3.6,4.1
4639,B1,13.9,15.7,19.4,21.3,20.4,9.3,73.3,29.4,57.1,26.1,22.7,20.0,0.14,0.15,0.17,0.17,0.17,0.17,2.5,3.8,3.1,3.5,3.2,4.2
4640,A2,19.0,17.6,16.9,16.2,19.7,10.6,92.6,64.0,66.7,65.2,50.0,20.0,0.14,0.16,0.15,0.15,0.14,0.14,2.7,3.7,3.5,3.0,3.0,3.0
4641,B1,13.6,18.2,15.5,17.3,20.9,14.5,53.3,45.0,41.2,36.8,39.1,18.8,0.17,0.17,0.16,0.17,0.19,0.2,3.3,3.8,2.9,3.4,3.7,4.4
4642,A1,22.2,17.1,19.7,15.4,12.0,13.7,92.3,75.0,56.5,72.2,42.9,43.8,0.14,0.17,0.16,0.16,0.16,0.16,2.2,3.6,2.8,2.2,2.9,3.3
4643,A1,23.0,15.1,17.3,15.1,15.8,13.7,93.8,76.2,66.7,71.4,63.6,36.8,0.14,0.12,0.13,0.13,0.15,0.16,2.3,2.4,2.3,2.3,2.9,3.6
4644,A2,20.6,13.7,16.7,22.5,14.7,11.8,81.0,42.9,76.5,56.5,53.3,41.7,0.15,0.18,0.14,0.13,0.16,0.15,2.7,3.2,3.2,3.5,3.2,3.4
4645,A1,21.6,13.7,17.3,15.8,16.5,15.1,96.7,73.7,70.8,45.5,52.2,57.1,0.12,0.13,0.13,0.14,0.12,0.14,2.4,2.3,2.5,3.0,2.4,2.3
4649,A2,18.7,15.8,15.8,18.7,15.1,15.8,88.5,68.2,31.8,61.5,19.0,22.7,0.12,0.13,0.14,0.11,0.11,0.12,1.8,2.5,2.6,2.2,2.4,2.7
4650,A2,18.0,18.0,17.3,18.8,16.5,11.3,87.5,79.2,52.2,52.0,45.5,13.3,0.12,0.12,0.16,0.12,0.13,0.17,2.0,2.1,3.0,2.5,2.9,3.5
4651,B1,11.4,16.2,18.1,15.2,22.9,16.2,66.7,41.2,42.1,6.2,45.8,17.6,0.18,0.16,0.17,0.14,0.16,0.18,3.1,3.1,2.9,2.6,2.9,3.9
4652,A2,15.9,15.0,21.2,16.8,16.8,14.2,77.8,70.6,58.3,63.2,57.9,25.0,0.18,0.15,0.13,0.15,0.16,0.2,4.2,2.5,3.0,3.3,2.9,4.3
4654,A2,20.9,15.5,14.5,20.0,17.3,11.8,87.0,76.5,68.8,54.5,52.6,23.1,0.14,0.15,0.14,0.15,0.16,0.18,2.8,3.4,2.9,3.0,3.3,4.2
4656,B1,12.4,20.0,17.1,18.1,19.0,13.3,61.5,33.3,38.9,42.1,50.0,14.3,0.14,0.15,0.12,0.14,0.16,0.15,2.6,3.6,2.1,2.6,3.7,3.7
4659,A1,21.1,18.8,14.8,16.4,15.6,13.3,100.0,83.3,73.7,61.9,70.0,29.4,0.15,0.14,0.15,0.12,0.15,0.15,3.0,3.4,3.1,3.5,3.1,3.6
4660,B2,10.5,15.8,15.8,26.3,21.1,10.5,50.0,33.3,0.0,20.0,0.0,0.0,0.15,0.33,0.19,0.23,0.22,0.13,3.0,5.7,4.7,5.6,4.8,2.5
4662,,,,,,,,,,,,,,,,,,,,,,,,,
4663,B2,0.0,33.3,33.3,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.0,0.0,0.3,0.0,3.0,2.0,0.0,0.0,5.0
4664,B1,12.7,17.7,21.5,19.0,15.2,13.9,50.0,64.3,23.5,33.3,16.7,18.2,0.14,0.17,0.16,0.17,0.23,0.18,2.7,4.1,3.2,2.9,4.1,4.4
4665,B1,13.5,20.2,18.0,16.9,16.9,14.6,75.0,22.2,18.8,46.7,13.3,0.0,0.15,0.18,0.2,0.17,0.18,0.19,2.5,3.2,4.2,3.2,3.3,4.3
4668,,,,,,,,,,,,,,,,,,,,,,,,,
4669,B1,12.3,16.0,17.9,18.9,18.9,16.0,84.6,41.2,31.6,40.0,15.0,11.8,0.12,0.17,0.16,0.17,0.21,0.18,2.1,4.4,3.4,3.2,4.2,4.2
4672,B1,13.1,17.8,15.0,18.7,18.7,16.8,85.7,63.2,37.5,50.0,35.0,27.8,0.16,0.2,0.2,0.19,0.2,0.15,3.6,4.2,4.6,4.1,3.9,3.1
4674,A2,19.0,13.2,19.0,17.4,22.3,9.1,78.3,50.0,56.5,61.9,44.4,45.5,0.17,0.16,0.14,0.13,0.13,0.15,3.3,3.2,2.7,2.3,2.4,3.3
4676,B1,13.0,20.4,19.4,20.4,17.6,9.3,71.4,36.4,57.1,54.5,21.1,40.0,0.13,0.15,0.14,0.16,0.17,0.19,2.3,2.9,2.9,3.8,3.8,3.9
4677,B2,18.7,14.7,9.3,14.7,14.7,28.0,85.7,63.6,57.1,36.4,27.3,28.6,0.18,0.19,0.18,0.2,0.18,0.23,3.5,3.9,3.6,4.2,4.4,5.2
4678,B1,18.1,18.1,16.9,20.5,18.1,8.4,80.0,46.7,64.3,47.1,33.3,14.3,0.16,0.18,0.15,0.17,0.16,0.21,2.7,3.5,2.4,3.4,3.3,4.6
4679,A1,20.2,15.5,18.6,17.8,15.5,12.4,80.8,60.0,62.5,65.2,50.0,37.5,0.14,0.17,0.15,0.16,0.16,0.19,3.1,3.4,3.0,3.6,3.5,4.3
4680,B1,15.4,20.2,18.3,16.3,22.1,7.7,75.0,61.9,47.4,41.2,39.1,25.0,0.17,0.2,0.16,0.22,0.2,0.21,3.9,4.2,3.2,4.1,4.1,4.6
4683,B2,0.0,7.6,30.3,22.7,10.6,28.8,0.0,60.0,50.0,40.0,71.4,5.3,0.0,0.14,0.14,0.13,0.12,0.16,0.0,2.4,2.2,2.8,2.3,3.8
4684,A2,15.7,21.7,14.8,17.4,17.4,13.0,88.9,52.0,58.8,60.0,40.0,26.7,0.12,0.16,0.13,0.17,0.15,0.12,2.6,3.1,2.9,2.6,2.8,2.5
4685,A1,17.8,15.8,16.8,17.8,18.8,12.9,94.4,75.0,88.2,77.8,68.4,30.8,0.15,0.14,0.16,0.16,0.16,0.15,2.9,3.3,3.0,3.9,2.9,4.6
4688,A1,21.6,12.9,15.8,17.3,12.9,19.4,96.7,77.8,68.2,66.7,55.6,22.2,0.14,0.15,0.14,0.13,0.11,0.13,3.0,2.9,2.6,2.7,2.9,3.4
4689,A2,20.9,11.6,20.9,12.8,18.6,15.1,83.3,40.0,77.8,63.6,25.0,38.5,0.15,0.19,0.13,0.13,0.15,0.19,2.4,3.5,3.3,2.6,3.3,4.0
4690,B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4692,B1,16.5,15.5,15.5,14.6,16.5,21.4,76.5,37.5,43.8,26.7,35.3,40.9,0.14,0.16,0.19,0.17,0.15,0.13,2.4,4.0,3.2,2.7,2.5,2.4
4693,B1,12.0,19.4,17.6,16.7,20.4,13.9,53.8,47.6,47.4,33.3,27.3,26.7,0.18,0.21,0.19,0.2,0.22,0.18,3.2,4.5,3.6,3.7,4.0,4.1
4694,B1,14.4,21.2,16.3,17.3,20.2,10.6,60.0,68.2,29.4,61.1,28.6,18.2,0.2,0.2,0.2,0.16,0.16,0.15,3.6,4.2,3.2,2.8,3.3,3.0
4695,B1,15.7,14.8,19.4,15.7,17.6,16.7,64.7,43.8,33.3,52.9,42.1,22.2,0.16,0.17,0.17,0.15,0.17,0.13,4.1,3.5,3.2,3.2,2.9,2.8
4702,A1,21.7,11.6,16.3,16.3,16.3,17.8,78.6,66.7,100.0,57.1,42.9,69.6,0.13,0.13,0.14,0.14,0.15,0.12,3.4,2.4,2.6,2.5,3.1,2.9
